                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2044,                0.99144,                 1.1933,                0.69467,                0.31666,                0.36066,                 0.2511,                 1.1007,                0.88622,                 1.1884,             0.00017336,             0.00017336,             0.00017336
                      2,                 1.1415,                 0.8105,                  1.168,                 0.6664,                0.37503,                0.41443,                0.29099,                  1.108,                0.85402,                 1.1926,             0.00017609,             0.00017609,             0.00017609
